tick,delta_ns
0,198688532.82449004
1,201514446.38490808
2,202757264.2052305
3,200647806.0516094
4,200860932.69815335
5,201461278.54583618
6,204681373.24164596
7,204761756.7781685
8,200915049.09086108
9,204049171.87650356
10,205315065.37368917
11,207809268.00951937
12,202019815.2835961
13,201347171.4692124
14,200992204.19296622
15,201388856.28773463
16,198342333.01193553
17,202676221.88833708
18,196242755.4337584
19,197809842.15606776
20,200963095.11629492
21,201683386.12308875
22,201022424.3345742
23,197300169.24180454
24,199973782.951525
25,201748447.5046365
26,208044942.25746754
27,201874918.04912698
28,198480973.19571796
29,198443063.70279956
30,205736174.41754016
31,200384498.24624342
32,197549481.1230224
33,201528227.23571962
34,201152248.91632524
35,204918091.1471372
36,208788408.23695597
37,205491736.55109188
38,202701392.96250138
39,311919076.8636673
40,201836862.52558592
41,202564031.28727472
42,201021305.92720488
43,204873186.72463948
44,204467520.6459843
45,202919708.2513986
46,199165885.76542065
47,200005412.9046367
48,205039630.38760793
49,200687423.45871285
50,204558085.72963297
51,205849544.64682046
52,204835010.11971384
53,203709019.07762814
54,200836555.3997807
55,198544395.77071896
56,202347912.73730984
57,205947637.92009932
58,205378395.5782501
59,204995692.53463846
60,201070961.16752818
61,202707099.36603355
62,189429898.05250514
63,202564477.7172153
64,201899544.73682782
65,204503764.0898133
66,201149716.47780937
67,203548039.84544718
68,203230974.37285185
69,201601895.09754032
70,200548552.30976385
71,207644988.4037741
72,195694690.14465138
73,202142646.5499827
74,202673885.43480176
75,203008743.2379902
76,198501129.06398386
77,198075342.94167322
78,199566160.4137202
79,202236856.26091775
80,199948392.74858335
81,199003258.32778797
82,198046067.07347548
83,204031499.59496808
84,204526449.10197154
85,200055318.88105
86,196341833.67003733
87,199851839.98786947
88,201124902.69532728
89,199892580.3439581
90,293528200.6248764
91,200137088.80398142
92,205017785.22549278
93,201229348.426638
94,204718593.1365073
95,311875552.6149249
96,200936629.97292566
97,199432797.53441644
98,197702393.61688563
99,199322854.17335424
100,288775185.648904
101,335942591.2794828
102,353709805.3737884
103,391029330.31035894
104,474174813.7918794
105,552192764.17591
106,502043634.1241017
107,511516045.8736003
108,533776747.29888415
109,498068256.40448356
110,542673778.8492513
111,580192508.6615514
112,550065785.0382266
113,628039184.2684965
114,590193379.8630344
115,659484200.8389128
116,616113569.139468
117,678967231.3631142
118,744315977.9156666
119,657315393.4025278
120,833271272.8138674
121,849183409.9827341
122,785120204.9992508
123,822189247.3288407
124,835351601.002054
125,848221653.4455409
126,926306591.4510593
127,861890188.7727898
128,895872952.1387787
129,778940993.6003548
130,994943712.3299142
131,996376665.4965389
132,1043040706.2645522
133,1024089388.5107135
134,942608695.1548797
135,1036492362.740013
136,1029902480.6281282
137,1152876170.2407162
138,1044060226.5436566
139,1083989827.0059407
140,1087730818.4025276
141,1118770152.3242238
142,1134511285.0114532
143,1168607594.6447592
144,1256661863.0488863
145,1251533822.1284735
146,1304126237.1815455
147,1228086703.221102
148,1286331632.117355
149,1365316667.1970887
150,1511670028.164329
151,1429741492.7443051
152,1327681480.1673117
153,1424794341.6141105
154,1398083198.0495727
155,1378069985.0287833
156,1195633498.4969974
157,1370672680.4683313
158,1273633638.7441447
159,1441899446.1805975
160,1382376417.364123
161,1473923473.736839
162,1438457586.3272858
163,1449771580.6977139
164,1340197295.1419039
165,1387193276.3890588
166,1495286031.759305
167,1469594769.1348457
168,1420294343.5831308
169,1466045633.6390564
170,1734522414.5978808
171,1613076638.0940032
172,1475883025.7836597
173,1562098240.36001
174,1672475291.75485
175,1469119836.258029
176,1522721462.7906356
177,1555399644.0630677
178,1733333290.4725142
179,1556986592.0571873
180,1411414675.5779042
181,1659344856.1052666
182,1667844787.0789409
183,1747323660.8841574
184,1705381461.2222075
185,1572243726.808046
186,1639232080.8492134
187,1590546569.79418
188,1548003237.1790829
189,1578438123.8055942
190,1603429632.5940337
191,1743451127.0964851
192,1653652737.5604944
193,1775263079.1600194
194,1599690636.2909343
195,1624467637.4811661
196,1719114496.167535
197,1713070523.7141483
198,1626767185.2379754
199,1687086972.818562
200,1692696775.5273519
201,1571122799.6663208
202,1674650994.027694
203,1583509049.2693002
204,1557552293.3028495
205,1696830265.0193512
206,1712483285.7957022
207,1641094801.3932762
208,1562303611.7199385
209,1531765209.7765849
210,1436334840.1151597
211,1406828407.2093415
212,1485018232.4758747
213,1521642195.0448833
214,1512608589.7725239
215,1488807358.3346877
216,1529743529.7382207
217,1502398535.5747836
218,1556026182.7622318
219,1543480784.4990177
220,1579408371.772535
221,1424135824.389393
222,1666895384.36769
223,1491995822.2240748
224,1651886045.9385164
225,1763303084.8613753
226,1648840858.2305498
227,1492059050.3934298
228,1813328074.0697875
229,1657502600.9658866
230,1667855066.5107028
231,1650852879.8578966
232,1621103427.808584
233,1554695039.6737206
234,1628264927.7167008
235,1690335308.1506352
236,1670130793.2994516
237,1605359623.0789952
238,1567022555.8949614
239,1553533210.0149114
240,1672661907.103648
241,1550532976.2291167
242,1597928958.282808
243,1542589617.7289953
244,1584695219.1178772
245,1666677165.2530265
246,1756893923.8862
247,1776567233.1148298
248,1847085064.9615993
249,1721069649.252897
250,1687104091.7365959
251,1714486680.621885
252,1714042134.41466
253,1784025717.3129504
254,1624965328.3960342
255,1562074559.362706
256,1452312453.826263
257,1352643092.653418
258,1444994696.1611805
259,1433228663.377026
260,1363573940.2356164
261,1393869642.576486
262,1362086516.3681757
263,1365632178.6537447
264,1398892096.1749504
265,1399292900.3717387
266,1490816414.2505836
267,1615466097.464098
268,1617103518.9334292
269,1620114018.2598536
270,1695101353.4168189
271,1762275438.4067473
272,1591714246.2070327
273,1528895753.2108405
274,1697699151.834632
275,1519772770.473444
276,1564167910.240391
277,1679746510.7052717
278,1696008727.6153727
279,1608176984.5311193
280,1620523400.7705247
281,1633789049.037192
282,1544437176.0274947
283,1611302866.1038406
284,1527055548.436777
285,1607997856.9040484
286,1704724609.1537743
287,1619464323.339169
288,1635606004.1045792
289,1515557757.4357085
290,1606013742.7059097
291,1695322890.5351453
292,1638095899.0046296
293,1654921316.6012444
294,1491605246.523587
295,1686510576.6302502
296,1604094682.4884212
297,1649161465.5113947
298,1645780570.1721327
299,1634069812.4783778
300,1757118910.756018
301,1558190335.324945
302,1748393765.6954403
303,1833473430.254555
304,1823848385.2269466
305,1745599401.967561
306,1818156875.7628455
307,1843459066.787584
308,1994514418.446531
309,1930069200.7337499
310,1907923759.5947113
311,2026229011.3045263
312,1861261663.6452997
313,1882294327.7453299
314,1870507566.2711895
315,1935257188.4982855
316,1862665645.3948474
317,1898560324.033279
318,1970785970.0747359
319,2024453912.4958296
320,2057535243.0049312
321,1939098063.575367
322,1965826033.2584155
323,1992489632.8605046
324,1961284026.989134
325,1926892405.9781318
326,1967274777.663001
327,2146684741.3062737
328,2117605948.348647
329,2092829783.3993125
330,2125288260.0905166
331,2140376814.9354596
332,2276760501.2236204
333,2330083912.9167175
334,2301123742.9228673
335,2411806118.6027756
336,2421177718.631448
337,2364792044.170723
338,2524135562.9362164
339,2509348278.3658094
340,2452390504.632
341,2486620594.3066034
342,2479560861.957137
343,2584614195.0678954
344,2451722468.5857377
345,2344906358.774902
346,2565311588.889426
347,2618527191.3143377
348,2402801611.482731
349,2489336999.695982
350,2403843974.358769
351,2508809578.9235387
352,2356332606.653188
353,2465088730.275442
354,2600987294.6153684
355,2507714756.83529
356,2413798231.255387
357,2290832795.81493
358,2227741549.3321652
359,2235783162.146255
360,2238237879.347324
361,2211671015.656554
362,2101551284.1159387
363,2102007867.7602224
364,2062871494.6479917
365,2090616514.2932067
366,2135280966.8729362
367,1859021799.4156694
368,2166891489.914188
369,2074208684.9493277
370,1995715890.7183654
371,1879890053.3202384
372,2049955477.1850524
373,1949099648.917984
374,2175254338.108264
375,1909556737.4803417
376,2051313458.2000103
377,2060774886.955814
378,2033962979.8565412
379,2191945548.9241242
380,1833323500.0515683
381,1835998522.4501688
382,1810356788.7220194
383,1886171211.0421197
384,1767429177.9545615
385,1845474691.868865
386,1597577325.587754
387,1639544137.2007294
388,1653034500.5821903
389,1741835520.5025644
390,1824740505.3432317
391,1710321419.0684016
392,1684417232.4712462
393,1682201444.2995262
394,1709790668.737299
395,1651462623.4274316
396,1651999269.1505566
397,1555651286.3232882
398,1692961088.8291812
399,1614177434.2057574
400,1616317362.557256
401,1504047590.252174
402,1559481885.2609708
403,1584340222.061957
404,1557166172.53114
405,1774694306.7091975
406,1750444370.8529932
407,1872206978.4988668
408,1856406532.3595436
409,1883726691.7964132
410,2094745652.6584454
411,1879776159.2943785
412,1882139102.4967434
413,1888147188.4612346
414,1872165138.3816836
415,1802737164.3308744
416,1990486947.4795496
417,1928286049.3888178
418,1766985381.5543118
419,1766619123.0437639
420,1882247634.240626
421,1779842389.844357
422,1877739350.9481
423,1954416848.2990572
424,1991494295.0545104
425,1773493032.652022
426,1733122130.4676933
427,1878531430.2172794
428,1868988793.5115194
429,1829596206.8714137
430,1899695684.343858
431,1952035499.601966
432,2003167158.256594
433,2021629351.9173174
434,1838023467.3800611
435,2045380250.5378294
436,2006934385.718874
437,2095018954.6528802
438,2015314634.514905
439,2190991419.814668
440,2221068844.090823
441,2120538487.3935366
442,2206157336.2066727
443,2022468802.4218116
444,2007525799.712108
445,1939584470.2135265
446,2060479331.7500403
447,2102934825.465561
448,2041957074.5101202
449,2110504697.5673027
450,2021609378.7622845
451,2023446742.7011638
452,2066507440.7951317
453,2083415901.7387202
454,1944028278.7162461
455,2047412419.252465
456,2055672176.6209698
457,2048545974.0511303
458,2117874884.4830823
459,2172480930.090176
460,2100656882.362746
461,2148608481.5178976
462,2009047339.7975292
463,1965175270.2948852
464,1847472528.374734
465,2120320720.023748
466,2032313455.3645155
467,2092413478.9971545
468,2140895389.502481
469,2057099516.7564917
470,2187179577.1054845
471,1925705156.6306276
472,2136406914.3825362
473,2122129812.337981
474,1956291759.033525
475,1991091102.4276783
476,1992644495.081824
477,2001700070.776109
478,1897800800.492688
479,1912761875.4727714
480,2121991417.2347217
481,2022780570.3437061
482,1951376299.7532222
483,2158634250.39786
484,1959310509.4674928
485,1864103856.4648712
486,1880194967.9927843
487,1885471041.5365026
488,1749446822.3122385
489,1856440265.2173579
490,1880453993.5073779
491,1914263588.4090788
492,1892659440.206578
493,1815036314.04603
494,1930480601.0012548
495,1971397862.9638886
496,1998757231.473933
497,1938031425.659335
498,2120043243.4730463
499,1951795291.3965504
500,1904093712.1484022
501,1781088971.8577218
502,1828079168.7017205
503,1831101011.770451
504,1799829010.3821032
505,1714093629.2702968
506,1864391309.4633322
507,1720836430.0141087
508,1614468182.915481
509,1625616255.9000823
510,1578792457.7935698
511,1648979678.9553673
512,1553199959.8639839
513,1506193347.5570068
514,1540758600.073786
515,1535051683.6955404
516,1590955485.2463522
517,1476491709.52773
518,1521936411.37118
519,1475852559.9658005
520,1556992506.6909525
521,1447278271.1908407
522,1353013614.2532697
523,1400704857.7869139
524,1314896144.2414913
525,1468173253.5300863
526,1403983662.6047096
527,1540635190.5585601
528,1553358093.368165
529,1514369241.022428
530,1426792425.6089299
531,1555912919.8196263
532,1475420164.3939857
533,1439168570.651598
534,1393234009.6152232
535,1465526359.882951
536,1405555514.0268486
537,1404751583.89005
538,1491381787.1419353
539,1545072370.7503173
540,1430629578.0552137
541,1483553045.4927027
542,1484796353.1303916
543,1523072166.8983846
544,1575148893.2663326
545,1410150516.5108318
546,1505434285.3192728
547,1605032011.2568011
548,1573507338.845672
549,1544587693.2210517
550,1676158231.2196915
551,1516695300.3873398
552,1529304925.4140806
553,1456655580.792213
554,1539105734.752032
555,1623977697.642754
556,1487734070.767686
557,1407958521.362959
558,1493801424.607021
559,1476830555.5998302
560,1474026258.6067104
561,1416336796.6089773
562,1468585323.6508923
563,1310561010.6095889
564,1348110019.5191853
565,1383050514.059936
566,1321732713.1428983
567,1268439236.5076182
568,1209158988.3509333
569,1347414318.8701515
570,1373299909.1067114
571,1361491421.780829
572,1384326859.197899
573,1381183479.3844101
574,1510087910.0102499
575,1507553595.2757213
576,1485261457.3949952
577,1533850811.6765754
578,1483779941.16804
579,1506115930.4965775
580,1426351314.558599
581,1318256800.6817114
582,1336746936.6090791
583,1377641261.0743203
584,1409124243.0270543
585,1379094913.269801
586,1433963405.0122466
587,1375029697.2791264
588,1327207322.1449673
589,1361842900.575672
590,1394601275.9085813
591,1405617657.3648677
592,1359241946.3493934
593,1413952902.1235945
594,1396741148.5071704
595,1354457621.5665357
596,1274732544.243699
597,1358169461.3521452
598,1344387318.4113941
599,1292856545.8177793
600,1411640045.0065181
601,1458588241.975404
602,1451568557.3102949
603,1343230305.2421224
604,1575247855.8845606
605,1627661943.1541717
606,1521475347.669873
607,1557531905.8270085
608,1452230221.3801978
609,1428998366.070567
610,1482762448.4685016
611,1471485696.6665924
612,1574092503.6245427
613,1503355978.586856
614,1498091772.6304302
615,1417325476.4790087
616,1467287795.685217
617,1521815643.0826368
618,1536521579.491619
619,1523131132.8797398
620,1604494485.4418564
621,1611704488.9147027
622,1571258104.7806005
623,1579619321.608784
624,1532928169.3661864
625,1523453075.8202124
626,1629294214.382577
627,1525485287.3436904
628,1760758644.8366451
629,1819180278.5108223
630,1784114861.1220553
631,1933188070.0278683
