tick,delta_ns
0,200288929.76502088
1,200220830.2298761
2,200330785.68099925
3,200137297.07629743
4,199907394.66538742
5,200238659.66837394
6,200501065.82208848
7,199748192.22385788
8,200299632.53549138
9,200321417.0016467
10,200155835.04014522
11,200771903.84305143
12,199718497.03498745
13,200498155.34404907
14,199849337.4752113
15,200610918.9242217
16,199842989.06074104
17,200428370.8096244
18,199411007.0241358
19,200282800.5098806
20,200172017.7703445
21,200439934.45617074
22,199875374.34680173
23,200268169.16940537
24,200045600.98641425
25,199619581.90502617
26,199974241.1950367
27,199719236.7757092
28,200178119.02441552
29,200533419.95274273
30,200353560.28745064
31,201088459.42576846
32,200287641.14391875
33,199861242.0489359
34,200116527.7112448
35,200527343.10197303
36,200356766.93894684
37,200208787.93525422
38,200450260.42993587
39,200257504.8924459
40,199885742.25468785
41,200458027.2942074
42,200176572.49443567
43,200321615.2621472
44,200709455.29396853
45,200102455.10976955
46,200307462.14046028
47,199824777.18185532
48,199741807.34666732
49,200229143.81173646
50,199825884.21852064
51,200277668.4873289
52,200517256.64521134
53,199781328.12715858
54,199865550.09879082
55,200056334.2637529
56,199901071.20243445
57,199509763.8418765
58,200499792.14650947
59,200256843.28095692
60,199889247.50760406
61,199292010.49033022
62,200280548.31838
63,200016813.97051197
64,200573883.38680214
65,200081061.1014641
66,199321349.86036927
67,199787641.27203888
68,200978338.49444485
69,200092920.66661432
70,199795429.87658614
71,200295088.83731228
72,200332998.33815637
73,200448531.16084766
74,199369287.01420707
75,199196802.96953613
76,200450653.57694545
77,199462828.18288013
78,200493060.52965528
79,200738174.48775515
80,200186916.61546412
81,199792051.01595178
82,200226156.92698127
83,199942914.2704338
84,200609506.82746065
85,199537432.46401852
86,200052136.64276615
87,200184726.13172367
88,200738412.75038734
89,199829931.8767691
90,199451226.9708225
91,200302831.93297186
92,200379515.84720382
93,199875463.862752
94,200046120.37133524
95,199508467.47683847
96,200132297.97087348
97,200384030.80455628
98,200972008.9530816
99,199300074.62832877
100,199916278.02699772
101,200281258.4070021
102,200112472.55707937
103,199833402.26512623
104,200368218.75910026
105,200281655.02882832
106,199426444.09438422
107,200443606.39038807
108,200147110.83514813
109,199813938.09137914
110,201165217.65737292
111,200153927.85431433
112,199835145.407562
113,200323609.67713746
114,199678588.66408026
115,200385751.85464913
116,200147666.91436675
117,200188688.46925744
118,199831398.63005412
119,200304694.48811367
120,200163440.219423
121,200312601.1452671
122,199567813.87806043
123,200326274.94831336
124,200806817.55607906
125,200088524.4263239
126,200844723.5893201
127,200944700.30311507
128,199875718.11743915
129,200048446.32911485
130,199701382.02559754
131,200259043.16333732
132,200533693.35109624
133,200061467.91429925
134,200569212.2886112
135,200331611.72701532
136,200646671.12725013
137,199241369.14205587
138,199978186.15781608
139,200617990.90272745
140,199885027.82949477
141,200136935.55265412
142,200236326.60275415
143,200098279.03131184
144,200244648.61415768
145,200072312.7381799
146,200092563.3133683
147,200199192.3467226
148,199502575.36405352
149,199962149.72038996
150,199546501.3865174
151,200238313.04882184
152,199967749.78915116
153,200381375.9236306
154,200623313.09079325
155,200810970.64472416
156,200216438.41931686
157,199980228.1921038
158,200271307.92961657
159,200700866.8608086
160,199673024.14437875
161,199919088.96840462
162,200562350.01904505
163,199518078.5525585
164,200084263.90837333
165,200029506.6194269
166,199652033.01270208
167,200195994.3883262
168,199881909.25704238
169,200002398.92497942
170,200333124.74908286
171,200176540.9319628
172,200111851.84113842
173,200451535.25677913
174,200390828.05274305
175,199041082.82346293
176,200093429.63599452
177,200083953.8054873
178,200484108.29018882
179,199874769.79974934
180,199905704.95415816
181,199472454.84398502
182,200637342.30541787
183,200275313.90026423
184,200835806.01907218
185,200385380.83680078
186,200212859.95854166
187,200270546.4112715
188,199835055.10151818
189,199888305.6994281
190,199996066.27258125
191,199953541.35003227
192,200595299.31079966
193,199900182.77685878
194,199819755.9375313
195,200399199.96981794
196,200106872.93944916
197,201362240.53543684
198,200747857.74485436
199,200211974.8341109
200,200255587.78620064
201,200691274.26763487
202,199441746.79134768
203,198992289.3243414
204,200084620.462703
205,199707204.80576947
206,200090675.21276495
207,199903700.84944496
208,200073085.72804472
209,200263063.9517788
210,199326268.05740032
211,200329549.0801477
212,200449792.01752868
213,199967948.04595593
214,200375545.0495537
215,200082107.03090137
216,199457215.56953663
217,200420926.64149475
218,200426020.89555064
219,200171671.88864774
220,200331840.16443136
221,200061118.90757075
222,200039628.0183687
223,200919854.1912421
224,199074183.8058365
225,199321462.14191476
226,200006707.44557965
227,200828129.00894973
228,200614762.26512107
229,200038378.09982452
230,199799350.187309
231,200594721.68344107
232,199957184.8358389
233,200142023.73621428
234,199874326.8156356
235,200058884.85116383
236,199784521.63633788
237,200421890.87505814
238,199858578.21090114
239,200344802.90230924
240,200458749.1516813
241,200280181.28272182
242,199837106.21308962
243,199804125.9238995
244,200612360.86464736
245,200317055.2794639
246,200496365.23185277
247,200053181.9973205
248,199278116.5649531
249,199874326.42128778
250,200155878.47631878
251,199920318.95160705
252,200623899.02167216
253,199875175.8120839
254,200180956.08224764
255,199880934.23049128
256,200178024.2475506
257,200204518.3988278
258,200515628.13421834
259,199869865.704371
260,199886773.90880564
261,201020852.59455565
262,200159672.46025872
263,199915522.3994767
264,199849251.25922614
265,199771785.77798292
266,200434684.07892185
267,200568204.74311188
268,200353186.45450082
269,199674635.3391493
270,200823086.40216425
271,200156855.25618938
272,200061754.0251196
273,199762671.67947808
274,200582504.43292722
275,200562873.3441221
276,200911753.0991964
277,200961067.84252173
278,200225315.44408163
279,200044090.79907328
280,200241832.1145342
281,200082244.8585012
282,201054265.61438897
283,200135610.31834978
284,200305700.75856155
285,199564277.57192317
286,199750784.5690214
287,200018670.05351332
288,200355157.0547712
289,199578328.3572177
290,199227197.2052817
291,200018224.6372277
292,200264877.98173213
293,200152010.15416902
294,200475126.54811627
295,199894233.76606357
296,200139302.70622388
297,199061167.1968764
298,200493352.76950383
299,200181144.081093
300,200135982.88095716
301,199789423.31827116
302,200267997.64854017
303,200279579.3416655
304,199846791.04372987
305,200493031.56688583
306,200450828.59443966
307,200916857.55762488
308,200499363.34409833
309,200001011.61784503
310,200569392.47820008
311,200342703.74225557
312,199704578.62053677
313,200885251.32341114
314,200205261.68038952
315,201131185.28001872
316,200041797.0789078
317,200833683.72581947
318,200158579.11438915
319,199745779.08082318
320,199840420.83018327
321,199746263.20148098
322,200037504.3333249
323,200168429.7146193
324,200214090.06148595
325,200165728.6669029
326,200261527.60784262
327,199985386.77706897
328,201119807.6172028
329,199594273.26863506
330,199885857.19188863
331,200027320.36068186
332,200036688.22519407
333,200767759.06829455
334,200244603.78815496
335,200165872.39675453
336,200546171.716536
337,200501929.9520467
338,199541242.81822863
339,200777402.58807105
340,200500037.15902495
341,199838399.5918495
342,199376115.47829205
343,200246823.69687325
344,200652105.94104543
345,201349673.07397264
346,200744874.76084608
347,200488189.92609245
348,199987057.38918602
349,199778596.91960326
350,199748228.3338432
351,200455937.23187846
352,199805960.70282438
353,200121425.4236156
354,200978945.44627166
355,199746898.4661353
356,200527112.65726456
357,200326178.11627826
358,199760390.2077493
359,200139022.64982486
360,200753368.8252623
361,199903803.25668877
362,200921452.15218246
363,200457567.7269686
364,199376659.93750682
365,200414798.7771637
366,199599259.87534297
367,200201984.51798752
368,199402889.3239888
369,200628489.05356395
370,199366844.9192036
371,200211259.37204322
372,199743901.13759297
373,199709646.76002127
374,199812540.57630286
375,200129358.84241498
376,200544937.74330965
377,200700028.36705473
378,199678492.13047442
379,199747763.39797583
380,199317969.77608985
381,199585789.60620356
382,200083967.480635
383,200190535.09982246
384,199836674.9192756
385,199972973.47947595
386,200799198.20478308
387,200438168.63453808
388,200277870.2053786
389,199275142.61298773
390,199829849.41612214
391,199999076.7248649
392,200079210.04411384
393,200026364.1799178
394,200145854.39162663
395,199837791.2796353
396,199940677.78981102
397,199541591.6987777
398,199874495.3919623
399,199834951.72078526
400,199813169.4341244
401,200253784.46197844
402,199809894.26026824
403,200343977.0800657
404,199379541.08193523
405,200622739.5485289
406,199800898.80023825
407,200166526.08396307
408,199927315.90377486
409,200128133.05201307
410,200326055.5019426
411,200480606.6306494
412,200511448.00382966
413,200353761.27626634
414,199892354.18214896
415,200317959.70470062
416,200354769.32604533
417,200741318.33601895
418,199410683.345701
419,200099794.06586492
420,200669851.50466892
421,200029504.07164112
422,200051539.77447227
423,199625307.0267484
424,200122191.54825252
425,200774888.45578676
426,199839974.5252105
427,200407846.7692828
428,199821246.64566126
429,200472567.38835934
430,200251993.08600408
431,200557566.89501157
432,200002289.65078604
433,199983471.8693313
434,200318971.79240042
435,201067284.9916411
436,199906627.35041478
437,199064492.7406555
438,200049456.16787183
439,200177220.4893107
440,200052537.85849082
441,201077480.0288006
442,200394466.40937063
443,199801536.3753494
444,200742715.61266017
445,200265354.83885244
446,200378999.18370655
447,200514291.93291488
448,199408732.6604487
449,200401487.83287585
450,200398108.5230813
451,200558628.44888508
452,199519061.13122272
453,199915555.3929504
454,199867939.3258622
455,200179349.5904704
456,200278029.19394487
457,199637301.7008672
458,199890444.9580058
459,200267605.06495938
460,199798351.09123784
461,200196122.69645047
462,200623546.32692805
463,199787030.09416455
464,200386515.11677045
465,200568227.55789804
466,199962145.82810146
467,200193420.49100024
468,199944210.88649938
469,200378153.85409775
470,199935743.79395556
471,200856807.79989305
472,200419968.2526195
473,200461031.7003173
474,200395148.6699198
475,199772943.69503662
476,200640225.03603673
477,200304387.11413574
478,200094129.83113396
479,200331185.8477158
480,199976762.50704914
481,199536763.3486807
482,200243986.0323323
483,199758082.75591886
484,199852292.62213922
485,200183691.20564768
486,200172061.32989728
487,200228228.4936411
488,200236045.57023606
489,200563342.39264056
490,200278093.0730665
491,200290321.37951902
