tick,delta_ns
0,200681345.38610664
1,200431121.32820168
2,200212283.38318816
3,200689877.56600544
4,200032499.51328295
5,200365312.94191256
6,200948992.0762916
7,200470379.9056491
8,200025064.96354115
9,200297287.34570694
10,200482646.76934496
11,199870449.49405697
12,201154215.5120398
13,200457045.68223405
14,200870417.28907505
15,200980581.78613847
16,200154167.39926594
17,200001472.70531678
18,200346065.79228222
19,199947796.71558955
20,199783545.51393908
21,200183865.0343865
22,200094826.50097507
23,200672795.9509788
24,200178812.1983173
25,200680039.3759739
26,200125249.37683564
27,199626995.76350942
28,200419021.82733652
29,199783757.9538455
30,200700311.06615666
31,200061171.45426762
32,200043404.7057565
33,199641478.17918503
34,199788282.07479328
35,199793855.19889516
36,200921229.15727004
37,200055871.7029555
38,200361631.587493
39,200104067.501918
40,200359519.3117761
41,200056347.20153636
42,200014044.72489128
43,200418395.47550297
44,199792515.85531315
45,200296082.3867212
46,200660439.15253794
47,200393497.7607055
48,200587549.70121282
49,200136783.496666
50,200462601.00049835
51,200205620.96411467
52,200456266.56344113
53,199694027.73860794
54,199625799.34888938
55,199688630.665446
56,200355731.02339923
57,200278463.79945672
58,200050059.18638718
59,200430909.66985166
60,200118217.58552453
61,199607771.964754
62,200080671.76971275
63,199933979.86526796
64,200702809.76254463
65,200063293.1025693
66,200189071.9860357
67,200148321.48247272
68,200089146.1854185
69,199832185.11973402
70,199944238.2550463
71,199911977.45978928
72,199692333.06032848
73,199889418.2098467
74,200593825.42723867
75,199674162.10300657
76,200033957.10981646
77,200220330.43040875
78,199748079.3838776
79,199594865.62597176
80,200290657.53127125
81,200074572.70442453
82,199462858.36732358
83,199908337.9037073
84,200422292.37610167
85,199976831.7857588
86,200202520.56552306
87,200394273.94132993
88,200522510.78249753
89,199923250.39706653
90,199499154.5368158
91,200180473.80389684
92,199952694.9121287
93,200774903.9927888
94,199801404.80306312
95,199614544.74819493
96,200405104.33290324
97,200020038.0991225
98,200326141.21284285
99,200525536.94111463
100,199902080.73974046
101,200311257.6760393
102,200086404.22823527
103,200191369.57497144
104,200420740.5618144
105,199760189.00001264
106,199851120.3465884
107,200399722.47831503
108,200198432.05661634
109,199676125.60462466
110,199515700.58757743
111,199653862.49756324
112,200411447.6016201
113,199731923.88156015
114,200512490.73044965
115,199935019.72787517
116,200253631.16248944
117,199776043.22790614
118,200129226.3132291
119,200476917.89701676
120,199654511.4289329
121,200363105.8042907
122,199895510.39351532
123,200187207.68297598
124,200291094.82522634
125,199529015.78256372
126,200929240.30607626
127,199137029.7215276
128,200437954.80558944
129,200240781.52550897
130,200527026.4649585
131,200238666.85050568
132,200363069.3724466
133,199942094.06365573
134,200300657.88469556
135,200598270.0570169
136,199535250.7017702
137,200338054.0701199
138,199909489.38991556
139,200618367.24120605
140,200463700.23952276
141,200087611.5841868
142,199571266.48068517
143,199971994.1301558
144,200821601.05518615
145,200459490.33688313
146,199754111.28566164
147,199652835.14482525
